# GymConfig(dt=1.0, num_drones=4, num_users=20, drones_speed=2.0, drones_height=10.0, boundary_size=1000.0, num_obstacles=0)
# DQNConfig(memory_size=200000, min_memory=50000, update_freq=10000, batch_size=32, gamma=0.99, epsilon=1.0, epsilon_min=0.1, epsilon_decay=1e-05, decay_type='linear', n_step=3, per_alpha=0.6, per_beta=0.4, per_beta_annealing=1e-06, autosave_freq=10000)
episode,sim_time,sim_steps,area_coverage,user_coverage,mean_reward,memory_size,epsilon,loss,train_time,train_steps,train_speed
492,1000.0,1000,0.785,0.85,0.0,200000,0.1,0.01299555,18086.918932676315,479511,26.51148057732823
493,1000.0,1000,0.817,0.6,0.0,200000,0.1,0.012981527,18124.73958516121,480511,26.51133263071843
494,1000.0,1000,0.848,0.85,0.0,200000,0.1,0.012970044,18163.032659053802,481511,26.51049574297484
495,1000.0,1000,0.773,0.8,0.0,200000,0.1,0.012955015,18200.821109056473,482511,26.51039736593357
496,1000.0,1000,0.895,0.7,0.0,200000,0.1,0.012940315,18238.562123775482,483511,26.510368345159296
497,1000.0,1000,0.901,0.9,0.0,200000,0.1,0.012932411,18276.170145511627,484511,26.51053235605535
498,1000.0,1000,0.278,0.3,0.0,200000,0.1,0.012916873,18313.897940158844,485511,26.510522313024705
499,1000.0,1000,0.581,0.6,0.0,200000,0.1,0.012907023,18351.641885519028,486511,26.510488980893665
500,1000.0,1000,0.758,0.85,0.0,200000,0.1,0.012888215,18389.71351504326,487511,26.50998339783388
501,1000.0,1000,0.815,0.7,0.0,200000,0.1,0.012880994,18427.34851384163,488511,26.510108039711515
502,1000.0,1000,0.844,0.9,0.0,200000,0.1,0.012875045,18465.116020441055,489511,26.510041932336943
503,1000.0,1000,0.77,0.75,0.0,200000,0.1,0.012870508,18503.039330482483,490511,26.509752868904908
504,1000.0,1000,0.622,0.55,0.0,200000,0.1,0.012859118,18540.776062488556,491511,26.5097317572255
505,1000.0,1000,0.622,0.6,0.0,200000,0.1,0.012845961,18578.389366865158,492511,26.509886850889238
506,1000.0,1000,0.743,0.7,0.0,200000,0.1,0.012827744,18615.90144777298,493511,26.510185465469235
507,1000.0,1000,0.75,0.7,0.0,200000,0.1,0.012812783,18653.540459632874,494511,26.51030248426585
508,1000.0,1000,0.626,0.75,0.0,200000,0.1,0.012801076,18691.48934674263,495511,26.509979530731798
509,1000.0,1000,0.685,0.65,0.0,200000,0.1,0.012786968,18729.32000684738,496511,26.509825225539174
510,1000.0,1000,0.676,0.7,0.0,200000,0.1,0.012779763,18767.049761533737,497511,26.50981407888056
511,1000.0,1000,0.724,0.85,0.0,200000,0.1,0.012766136,18804.863545894623,498511,26.509684516688292
512,1000.0,1000,0.841,0.85,0.0,200000,0.1,0.012754024,18842.33964562416,499511,26.510030568154107
513,1000.0,1000,0.611,0.55,0.0,200000,0.1,0.012738537,18880.250042915344,500511,26.509765434762965
514,1000.0,1000,0.811,0.8,0.0,200000,0.1,0.012723132,18917.822887659073,501511,26.50997437491585
515,1000.0,1000,0.655,0.55,0.0,200000,0.1,0.012710485,18955.45726418495,502511,26.51009643206125
516,1000.0,1000,0.819,0.95,0.0,200000,0.1,0.012695255,18993.347862958908,503511,26.50986037888941
517,1000.0,1000,0.741,0.75,0.0,200000,0.1,0.012678058,19031.03107881546,504511,26.509914144517317
518,1000.0,1000,0.748,0.9,0.0,200000,0.1,0.012660342,19068.62691116333,505511,26.51008918102945
519,1000.0,1000,0.839,0.9,0.0,200000,0.1,0.012646737,19106.19331264496,506511,26.510304365660176
520,1000.0,1000,0.882,1.0,0.0,200000,0.1,0.012632714,19143.78956437111,507511,26.510477368174676
521,1000.0,1000,0.912,0.9,0.0,200000,0.1,0.0126259485,19181.45875763893,508511,26.510548879840847
522,1000.0,1000,0.862,0.95,0.0,200000,0.1,0.01261122,19218.99651670456,509511,26.510801411415354
523,1000.0,1000,0.832,0.9,0.0,200000,0.1,0.012598607,19256.717028856277,510511,26.510801359460995
524,1000.0,1000,0.736,0.8,0.0,200000,0.1,0.012590022,19294.56346154213,511511,26.510628291776616
525,1000.0,1000,0.741,0.8,0.0,200000,0.1,0.012580171,19332.297123908997,512511,26.510610544750868
526,1000.0,1000,0.738,0.75,0.0,200000,0.1,0.012570704,19369.748365163803,513511,26.51097940492094
527,1000.0,1000,0.82,0.75,0.0,200000,0.1,0.01255913,19407.38050174713,514511,26.511099730059883
528,1000.0,1000,0.812,0.9,0.0,200000,0.1,0.012547376,19444.87420153618,515511,26.51140833539731
529,1000.0,1000,0.868,0.95,0.0,200000,0.1,0.012537307,19482.56986927986,516511,26.511440915988842
530,1000.0,1000,0.307,0.3,0.0,200000,0.1,0.0125257075,19520.14573955536,517511,26.51163607547668
531,1000.0,1000,0.274,0.25,0.0,200000,0.1,0.012512777,19558.25197982788,518511,26.51111155106413
532,1000.0,1000,0.661,0.7,0.0,200000,0.1,0.01250152,19596.37878394127,519511,26.510561247185297
533,1000.0,1000,0.725,0.85,0.0,200000,0.1,0.012495958,19634.635521411896,520511,26.509837649888293
534,1000.0,1000,0.82,0.85,0.0,200000,0.1,0.012484251,19672.217462301254,521511,26.510026182190888
535,1000.0,1000,0.641,0.65,0.0,200000,0.1,0.012474565,19709.773725271225,522511,26.510248533062178
536,1000.0,1000,0.891,1.0,0.0,200000,0.1,0.012470326,19747.330944776535,523511,26.510468754048777
537,1000.0,1000,0.856,0.85,0.0,200000,0.1,0.012458552,19784.847319364548,524511,26.510742868744277
538,1000.0,1000,0.801,0.6,0.0,200000,0.1,0.012458759,19822.21536922455,525511,26.511214321529987
539,1000.0,1000,0.675,0.6,0.0,200000,0.1,0.012446988,19860.266315460205,526511,26.510772394703324
540,1000.0,1000,0.782,0.75,0.0,200000,0.1,0.012442805,19898.071444511414,527511,26.510659661585684
541,1000.0,1000,0.597,0.6,0.0,200000,0.1,0.012447167,19935.83269906044,528511,26.51060569975321
542,1000.0,1000,0.787,0.6,0.0,200000,0.1,0.012443423,19973.530950069427,529511,26.510635565876125
543,1000.0,1000,0.78,0.7,0.0,200000,0.1,0.012437611,20011.213579177856,530511,26.510686015217356
544,1000.0,1000,0.61,0.55,0.0,200000,0.1,0.012425585,20048.781463861465,531511,26.510888003114967
545,1000.0,1000,0.88,0.8,0.0,200000,0.1,0.012419685,20086.382918596268,532511,26.511044927573895
546,1000.0,1000,0.733,0.65,0.0,200000,0.1,0.012408832,20123.956127882004,533511,26.511238476025696
547,1000.0,1000,0.915,0.85,0.0,200000,0.1,0.0123974215,20162.160927772522,534511,26.51060081783059
548,1000.0,1000,0.758,0.75,0.0,200000,0.1,0.012403501,20199.66401553154,535511,26.51088649608045
549,1000.0,1000,0.88,0.95,0.0,200000,0.1,0.0123912105,20237.28548502922,536511,26.511016034138
550,1000.0,1000,0.888,0.85,0.0,200000,0.1,0.012380457,20274.80352330208,537511,26.511280337172714
551,1000.0,1000,0.877,0.9,0.0,200000,0.1,0.0123795755,20312.59963297844,538511,26.511180731050352
552,1000.0,1000,0.476,0.7,0.0,200000,0.1,0.012369373,20350.291055202484,539511,26.511217875158316
553,1000.0,1000,0.434,0.5,0.0,200000,0.1,0.012359983,20388.157408475876,540511,26.51102741419554
554,1000.0,1000,0.866,0.8,0.0,200000,0.1,0.012355232,20425.984013319016,541511,26.51088924941191
555,1000.0,1000,0.899,0.85,0.0,200000,0.1,0.012348197,20464.101356506348,542511,26.510374949638894
556,1000.0,1000,0.843,0.65,0.0,200000,0.1,0.012343815,20502.149614334106,543511,26.509951893095256
557,1000.0,1000,0.832,0.75,0.0,200000,0.1,0.012331765,20539.838468790054,544511,26.509994263509622
558,1000.0,1000,0.354,0.45,0.0,200000,0.1,0.012322653,20577.77959537506,545511,26.5097114801115
559,1000.0,1000,0.515,0.5,0.0,200000,0.1,0.01231346,20615.658782720566,546511,26.50950938543029
560,1000.0,1000,0.837,0.95,0.0,200000,0.1,0.01230303,20653.251034498215,547511,26.509676325185932
561,1000.0,1000,0.86,0.85,0.0,200000,0.1,0.012295404,20690.729461193085,548511,26.50998849586864
562,1000.0,1000,0.325,0.3,0.0,200000,0.1,0.012284126,20728.70685362816,549511,26.509661401824395
563,1000.0,1000,0.331,0.35,0.0,200000,0.1,0.012273873,20767.016366004944,550511,26.508911548902677
564,1000.0,1000,0.274,0.45,0.0,200000,0.1,0.012260181,20804.83503293991,551511,26.508789861306877
565,1000.0,1000,0.344,0.35,0.0,200000,0.1,0.012266059,20842.70308327675,552511,26.508605807020768
566,1000.0,1000,0.497,0.5,0.0,200000,0.1,0.012285947,20880.421219348907,553511,26.508612741703075
567,1000.0,1000,0.794,0.75,0.0,200000,0.1,0.012283217,20918.17518210411,554511,26.50857424990657
568,1000.0,1000,0.859,0.8,0.0,200000,0.1,0.0122712515,20955.72232580185,555511,26.508797518441234
569,1000.0,1000,0.757,0.6,0.0,200000,0.1,0.012261929,20993.166698217392,556511,26.509149762270734
570,1000.0,1000,0.852,0.75,0.0,200000,0.1,0.012249797,21031.124222755432,557511,26.508853928874565
571,1000.0,1000,0.661,0.75,0.0,200000,0.1,0.012239512,21068.735661506653,558511,26.508994605109574
572,1000.0,1000,0.702,0.65,0.0,200000,0.1,0.012224279,21106.47122693062,559511,26.50897887976348
573,1000.0,1000,0.815,0.7,0.0,200000,0.1,0.012222218,21144.413334846497,560511,26.50870426674947
574,1000.0,1000,0.592,0.65,0.0,200000,0.1,0.012218893,21181.841377973557,561511,26.50907397337702
575,1000.0,1000,0.57,0.55,0.0,200000,0.1,0.01220771,21219.383552074432,562511,26.509299791889916
576,1000.0,1000,0.57,0.65,0.0,200000,0.1,0.012201097,21256.972269058228,563511,26.509466769824485
577,1000.0,1000,0.803,0.95,0.0,200000,0.1,0.012196765,21294.183441638947,564511,26.510103171343317
578,1000.0,1000,0.738,0.5,0.0,200000,0.1,0.012188913,21332.57048535347,565511,26.50927605633031
579,1000.0,1000,0.829,0.75,0.0,200000,0.1,0.012179973,21370.536363124847,566511,26.508974335270395
580,1000.0,1000,0.87,0.85,0.0,200000,0.1,0.012169968,21408.262296676636,567511,26.50897079467578
581,1000.0,1000,0.643,0.7,0.0,200000,0.1,0.012160105,21446.553287744522,568511,26.50826882778928
582,1000.0,1000,0.765,0.75,0.0,200000,0.1,0.012152177,21484.324477672577,569511,26.508210699350585
583,1000.0,1000,0.697,0.75,0.0,200000,0.1,0.012140721,21522.22731924057,570511,26.507990624061996
584,1000.0,1000,0.755,0.8,0.0,200000,0.1,0.012131383,21559.725476026535,571511,26.50826888387493
585,1000.0,1000,0.844,0.8,0.0,200000,0.1,0.012120854,21597.059681892395,572511,26.508747413768067
586,1000.0,1000,0.753,0.75,0.0,200000,0.1,0.012119805,21635.517644166946,573511,26.507847393333886
587,1000.0,1000,0.753,0.85,0.0,200000,0.1,0.0121120345,21672.90657877922,574511,26.508258036321063
588,1000.0,1000,0.798,0.85,0.0,200000,0.1,0.012121392,21711.140335083008,575511,26.50763576233684
589,1000.0,1000,0.766,0.85,0.0,200000,0.1,0.012111925,21748.823663711548,576511,26.50768652572981
590,1000.0,1000,0.623,0.65,0.0,200000,0.1,0.012101863,21786.844911813736,577511,26.50732597239033
591,1000.0,1000,0.581,0.8,0.0,200000,0.1,0.012090791,21824.709025144577,578511,26.5071575210707
592,1000.0,1000,0.553,0.7,0.0,200000,0.1,0.012080809,21862.48208618164,579511,26.50710004914425
593,1000.0,1000,0.598,0.7,0.0,200000,0.1,0.012072541,21900.834767580032,580511,26.506341248996385
594,1000.0,1000,0.58,0.75,0.0,200000,0.1,0.012062017,21938.764599084854,581511,26.506095972770403
595,1000.0,1000,0.723,0.7,0.0,200000,0.1,0.01205186,21976.56846499443,582511,26.50600346979642
596,1000.0,1000,0.75,0.65,0.0,200000,0.1,0.012044962,22014.380220651627,583511,26.505901785050984
597,1000.0,1000,0.742,0.75,0.0,200000,0.1,0.01203787,22051.8005092144,584511,26.506270984227406
598,1000.0,1000,0.856,0.85,0.0,200000,0.1,0.012028727,22089.239115953445,585511,26.50661695079253
599,1000.0,1000,0.818,0.85,0.0,200000,0.1,0.012018835,22126.732311725616,586511,26.506896351352843
600,1000.0,1000,0.733,0.75,0.0,200000,0.1,0.012013463,22164.72907757759,587511,26.50657257894038
601,1000.0,1000,0.736,0.85,0.0,200000,0.1,0.012009005,22202.794231653214,588511,26.50616827057001
602,1000.0,1000,0.727,0.6,0.0,200000,0.1,0.012000168,22240.61408019066,589511,26.506057694967556
603,1000.0,1000,0.819,1.0,0.0,200000,0.1,0.011990725,22278.580387592316,590511,26.505773245598554
604,1000.0,1000,0.811,0.9,0.0,200000,0.1,0.011985274,22316.15101957321,591511,26.505959717795182
605,1000.0,1000,0.777,0.8,0.0,200000,0.1,0.01197501,22353.723280906677,592511,26.506143631716657
606,1000.0,1000,0.565,0.5,0.0,200000,0.1,0.0119664185,22391.3675904274,593511,26.5062416393492
607,1000.0,1000,0.549,0.6,0.0,200000,0.1,0.011963491,22428.940259456635,594511,26.506423982145087
608,1000.0,1000,0.622,0.6,0.0,200000,0.1,0.0119548645,22466.43186354637,595511,26.506701358302728
609,1000.0,1000,0.582,0.35,0.0,200000,0.1,0.011945864,22504.403554677963,596511,26.50641233561441
610,1000.0,1000,0.594,0.65,0.0,200000,0.1,0.011938722,22542.13797545433,597511,26.506403280174176
611,1000.0,1000,0.664,0.75,0.0,200000,0.1,0.011935927,22579.95643734932,598511,26.50629560105655
612,1000.0,1000,0.536,0.6,0.0,200000,0.1,0.011934625,22617.48345732689,599511,26.506529831762986
613,1000.0,1000,0.72,0.8,0.0,200000,0.1,0.011933137,22655.456344604492,600511,26.50624162467491
614,1000.0,1000,0.579,0.65,0.0,200000,0.1,0.011925842,22693.020607471466,601511,26.506431663971576
615,1000.0,1000,0.658,0.65,0.0,200000,0.1,0.011917683,22730.554087638855,602511,26.506656972124286
616,1000.0,1000,0.694,0.75,0.0,200000,0.1,0.011906188,22768.03347635269,603511,26.506944511223526
617,1000.0,1000,0.823,0.85,0.0,200000,0.1,0.011897548,22806.082065343857,604511,26.506569530122704
618,1000.0,1000,0.791,0.85,0.0,200000,0.1,0.011885313,22843.8109459877,605511,26.50656676414637
619,1000.0,1000,0.766,0.8,0.0,200000,0.1,0.01187898,22881.535625219345,606511,26.506568873763978
620,1000.0,1000,0.745,0.75,0.0,200000,0.1,0.011871222,22919.018663406372,607511,26.50685044195816
621,1000.0,1000,0.306,0.35,0.0,200000,0.1,0.0118619315,22956.850932359695,608511,26.506727851319145
622,1000.0,1000,0.319,0.45,0.0,200000,0.1,0.011855366,22994.602924585342,609511,26.50669820158905
623,1000.0,1000,0.29,0.2,0.0,200000,0.1,0.011848966,23032.452659368515,610511,26.50655616273302
624,1000.0,1000,0.318,0.25,0.0,200000,0.1,0.011838337,23070.473863840103,611511,26.50621758313787
625,1000.0,1000,0.352,0.15,0.0,200000,0.1,0.011829497,23108.364866256714,612511,26.506029461932346
626,1000.0,1000,0.336,0.4,0.0,200000,0.1,0.011831523,23146.568513154984,613511,26.505483939819502
627,1000.0,1000,0.154,0.1,0.0,200000,0.1,0.011823015,23184.60696220398,614511,26.50512907072998
628,1000.0,1000,0.201,0.2,0.0,200000,0.1,0.011812534,23222.45389342308,615511,26.504993951637584
629,1000.0,1000,0.204,0.25,0.0,200000,0.1,0.011805141,23260.499336719513,616511,26.50463307183283
630,1000.0,1000,0.26,0.25,0.0,200000,0.1,0.011794857,23298.407233953476,617511,26.50442984278878
631,1000.0,1000,0.236,0.1,0.0,200000,0.1,0.01178572,23336.306427955627,618511,26.504237159245527
632,1000.0,1000,0.198,0.3,0.0,200000,0.1,0.01177912,23374.620651721954,619511,26.503574505243844
633,1000.0,1000,0.263,0.3,0.0,200000,0.1,0.011773905,23412.877467155457,620511,26.50297900622598
634,1000.0,1000,0.244,0.35,0.0,200000,0.1,0.01176692,23450.87580513954,621511,26.502677560760105
635,1000.0,1000,0.565,0.55,0.0,200000,0.1,0.011759507,23488.684650182724,622511,26.502590896783992
636,1000.0,1000,0.371,0.3,0.0,200000,0.1,0.011756834,23526.45004415512,623511,26.50255345864502
637,1000.0,1000,0.224,0.25,0.0,200000,0.1,0.011770779,23564.18374300003,624511,26.502551787585723
638,1000.0,1000,0.313,0.4,0.0,200000,0.1,0.011774916,23601.85981440544,625511,26.50261483230998
639,1000.0,1000,0.64,0.5,0.0,200000,0.1,0.011773685,23639.448222637177,626511,26.502775956016528
640,1000.0,1000,0.668,0.4,0.0,200000,0.1,0.011776841,23677.54789543152,627511,26.502364296858612
641,1000.0,1000,0.558,0.35,0.0,200000,0.1,0.011773633,23715.3682615757,628511,26.50226608564598
642,1000.0,1000,0.563,0.6,0.0,200000,0.1,0.011769492,23752.865309000015,629511,26.50252892826874
643,1000.0,1000,0.476,0.7,0.0,200000,0.1,0.011764712,23790.97999024391,630511,26.502102908157614
644,1000.0,1000,0.566,0.55,0.0,200000,0.1,0.011765253,23828.69420146942,631511,26.50212364336859
645,1000.0,1000,0.684,0.8,0.0,200000,0.1,0.011759727,23866.316606521606,632511,26.50224625841616
646,1000.0,1000,0.738,0.9,0.0,200000,0.1,0.011751968,23903.809171438217,633511,26.50251244242368
647,1000.0,1000,0.881,0.8,0.0,200000,0.1,0.011747303,23941.307094335556,634511,26.502771861503167
648,1000.0,1000,0.833,0.8,0.0,200000,0.1,0.01174229,23979.1811542511,635511,26.502614743151785
649,1000.0,1000,0.763,0.8,0.0,200000,0.1,0.011735921,24016.880460739136,636511,26.502650959514895
650,1000.0,1000,0.836,0.9,0.0,200000,0.1,0.011727523,24054.67359805107,637511,26.5025836824913
651,1000.0,1000,0.72,0.8,0.0,200000,0.1,0.011722762,24092.07737994194,638511,26.50294492740423
652,1000.0,1000,0.841,0.8,0.0,200000,0.1,0.011720924,24129.787456035614,639511,26.502968629647036
653,1000.0,1000,0.696,0.65,0.0,200000,0.1,0.011714326,24167.819499492645,640511,26.502639180770533
654,1000.0,1000,0.531,0.65,0.0,200000,0.1,0.011706846,24205.58270597458,641511,26.502605113035376
655,1000.0,1000,0.74,0.8,0.0,200000,0.1,0.011698924,24243.256396770477,642511,26.50266900914159
656,1000.0,1000,0.749,0.7,0.0,200000,0.1,0.0116939815,24281.906302690506,643511,26.501667207078388
657,1000.0,1000,0.805,0.7,0.0,200000,0.1,0.011687969,24319.553079605103,644511,26.501761684162904
658,1000.0,1000,0.79,0.85,0.0,200000,0.1,0.011679859,24357.30715727806,645511,26.50173912136109
659,1000.0,1000,0.73,0.8,0.0,200000,0.1,0.011671536,24395.08995103836,646511,26.501685432803445
660,1000.0,1000,0.894,0.8,0.0,200000,0.1,0.0116695985,24432.638137817383,647511,26.50188638364076
661,1000.0,1000,0.859,0.9,0.0,200000,0.1,0.011668303,24470.226368904114,648511,26.502043348951908
662,1000.0,1000,0.833,0.95,0.0,200000,0.1,0.011665253,24507.594251394272,649511,26.502438114684026
663,1000.0,1000,0.748,0.7,0.0,200000,0.1,0.011674456,24545.407678365707,650511,26.502350602813724
664,1000.0,1000,0.865,0.8,0.0,200000,0.1,0.01167358,24583.141295433044,651511,26.50234940106689
665,1000.0,1000,0.803,0.75,0.0,200000,0.1,0.011671839,24620.71028971672,652511,26.502525406827743
666,1000.0,1000,0.877,0.75,0.0,200000,0.1,0.01167034,24658.599714756012,653511,26.5023564814857
667,1000.0,1000,0.831,0.95,0.0,200000,0.1,0.011668017,24696.07803249359,654511,26.502629248506462
668,1000.0,1000,0.821,1.0,0.0,200000,0.1,0.011662764,24733.64967942238,655511,26.502801183147955
669,1000.0,1000,0.895,0.8,0.0,200000,0.1,0.011662113,24770.948073148727,656511,26.503264955477814
670,1000.0,1000,0.874,0.95,0.0,200000,0.1,0.0116527425,24808.429172992706,657511,26.50353214208467
671,1000.0,1000,0.785,0.75,0.0,200000,0.1,0.011650312,24845.769047260284,658511,26.503949172785827
672,1000.0,1000,0.715,0.65,0.0,200000,0.1,0.011648045,24883.560357809067,659511,26.50388411028783
673,1000.0,1000,0.842,0.9,0.0,200000,0.1,0.011645242,24921.48786520958,660511,26.503674401523877
674,1000.0,1000,0.801,0.65,0.0,200000,0.1,0.01163982,24959.182114601135,661511,26.503713020069625
675,1000.0,1000,0.875,0.85,0.0,200000,0.1,0.0116377175,24996.837588071823,662511,26.50379263614622
676,1000.0,1000,0.69,0.7,0.0,200000,0.1,0.011636924,25034.688470602036,663511,26.503665135139023
677,1000.0,1000,0.827,0.75,0.0,200000,0.1,0.0116309235,25072.221233844757,664511,26.50387429884779
678,1000.0,1000,0.878,0.95,0.0,200000,0.1,0.011623115,25110.615901470184,665511,26.503173104105255
679,1000.0,1000,0.805,0.75,0.0,200000,0.1,0.011616193,25148.554735660553,666511,26.502954423947568
680,1000.0,1000,0.858,0.95,0.0,200000,0.1,0.011610775,25186.602759599686,667511,26.50262150684959
681,1000.0,1000,0.832,0.75,0.0,200000,0.1,0.01161176,25224.181447029114,668511,26.502782712344437
682,1000.0,1000,0.83,0.8,0.0,200000,0.1,0.011602818,25261.822689533234,669511,26.502877809555756
683,1000.0,1000,0.862,0.85,0.0,200000,0.1,0.011598301,25299.761862516403,670511,26.502660524278593
684,1000.0,1000,0.866,0.8,0.0,200000,0.1,0.011591585,25337.324699401855,671511,26.502837531352117
685,1000.0,1000,0.866,0.95,0.0,200000,0.1,0.011586318,25374.69858431816,672511,26.503211368061827
686,1000.0,1000,0.808,0.85,0.0,200000,0.1,0.011581925,25412.222246408463,673511,26.503427895851623
687,1000.0,1000,0.844,0.8,0.0,200000,0.1,0.0115779545,25449.484213352203,674511,26.503916320373843
688,1000.0,1000,0.875,0.9,0.0,200000,0.1,0.011572566,25487.19042825699,675511,26.50394133825125
689,1000.0,1000,0.851,0.9,0.0,200000,0.1,0.011564807,25524.81338763237,676511,26.50405273124681
690,1000.0,1000,0.822,0.9,0.0,200000,0.1,0.011561078,25562.399282217026,677511,26.50420222691562
691,1000.0,1000,0.827,0.85,0.0,200000,0.1,0.011555846,25599.94437789917,678511,26.504393524117607
692,1000.0,1000,0.729,0.7,0.0,200000,0.1,0.011551325,25637.642935991287,679511,26.504425608764297
693,1000.0,1000,0.782,0.8,0.0,200000,0.1,0.011548996,25675.439331293106,680511,26.504356603470388
694,1000.0,1000,0.781,0.8,0.0,200000,0.1,0.011543303,25713.050258398056,681511,26.50447897594166
695,1000.0,1000,0.724,0.55,0.0,200000,0.1,0.011534828,25750.329818487167,682511,26.50494206475601
696,1000.0,1000,0.777,0.7,0.0,200000,0.1,0.011530241,25788.003888130188,683511,26.5049983299394
697,1000.0,1000,0.846,0.95,0.0,200000,0.1,0.011523318,25825.846578121185,684511,26.50488137598002
698,1000.0,1000,0.679,0.55,0.0,200000,0.1,0.011517669,25863.449683904648,685511,26.505010289248805
699,1000.0,1000,0.633,0.7,0.0,200000,0.1,0.0115167005,25901.031822681427,686511,26.505160284239583
700,1000.0,1000,0.685,0.6,0.0,200000,0.1,0.011510685,25938.498468637466,687511,26.505427861163152
701,1000.0,1000,0.554,0.65,0.0,200000,0.1,0.011508481,25976.020658493042,688511,26.505637989714472
702,1000.0,1000,0.544,0.5,0.0,200000,0.1,0.011503699,26013.69474720955,689511,26.505692739449245
703,1000.0,1000,0.803,0.85,0.0,200000,0.1,0.011498115,26051.42374062538,690511,26.505691468622395
704,1000.0,1000,0.867,0.9,0.0,200000,0.1,0.011492356,26089.345241308212,691511,26.50549462209065
705,1000.0,1000,0.83,0.85,0.0,200000,0.1,0.0114822965,26127.10977101326,692511,26.50545759009548
706,1000.0,1000,0.827,0.75,0.0,200000,0.1,0.011478996,26164.777390241623,693511,26.505518836926647
707,1000.0,1000,0.857,0.85,0.0,200000,0.1,0.011476829,26202.36221051216,694511,26.50566366478555
708,1000.0,1000,0.758,0.65,0.0,200000,0.1,0.011474173,26239.805514335632,695511,26.50595102928876
709,1000.0,1000,0.742,0.85,0.0,200000,0.1,0.0114710415,26277.236231803894,696511,26.50625027088499
710,1000.0,1000,0.61,0.65,0.0,200000,0.1,0.01146438,26314.785044431686,697511,26.50642970470768
711,1000.0,1000,0.639,0.65,0.0,200000,0.1,0.011462294,26352.79825282097,698511,26.50614152190035
712,1000.0,1000,0.653,0.6,0.0,200000,0.1,0.011460642,26390.517733335495,699511,26.50614918014457
713,1000.0,1000,0.586,0.55,0.0,200000,0.1,0.011456287,26428.2235455513,700511,26.50617052513315
714,1000.0,1000,0.586,0.55,0.0,200000,0.1,0.011451129,26465.70836830139,701511,26.506413137282866
715,1000.0,1000,0.731,0.75,0.0,200000,0.1,0.011443211,26503.227332353592,702511,26.506620917437335
716,1000.0,1000,0.798,0.9,0.0,200000,0.1,0.011436649,26540.92778468132,703511,26.506646854802398
717,1000.0,1000,0.641,0.55,0.0,200000,0.1,0.011433369,26578.316769361496,704511,26.506983346408717
718,1000.0,1000,0.483,0.5,0.0,200000,0.1,0.011431066,26615.86424803734,705511,26.507161044530267
719,1000.0,1000,0.691,0.75,0.0,200000,0.1,0.011423566,26653.527068138123,706511,26.507223534614692
720,1000.0,1000,0.604,0.6,0.0,200000,0.1,0.011418528,26690.954082012177,707511,26.50752003144664
721,1000.0,1000,0.532,0.55,0.0,200000,0.1,0.011417195,26728.666487932205,708511,26.5075326635142
722,1000.0,1000,0.537,0.55,0.0,200000,0.1,0.011413472,26766.479917287827,709511,26.50744521430717
723,1000.0,1000,0.523,0.6,0.0,200000,0.1,0.011410082,26804.52569293976,710511,26.50712824120246
724,1000.0,1000,0.519,0.55,0.0,200000,0.1,0.011409941,26842.249970912933,711511,26.50712964643632
725,1000.0,1000,0.557,0.65,0.0,200000,0.1,0.011402047,26879.48786187172,712511,26.507610697376784
726,1000.0,1000,0.686,0.45,0.0,200000,0.1,0.011399296,26917.155511140823,713511,26.507667189872382
727,1000.0,1000,0.618,0.6,0.0,200000,0.1,0.011398121,26955.072381973267,714511,26.507478438784812
728,1000.0,1000,0.655,0.65,0.0,200000,0.1,0.011391983,26992.719965457916,715511,26.507554662997517
729,1000.0,1000,0.776,0.7,0.0,200000,0.1,0.011385946,27030.366230249405,716511,26.507631967605388
730,1000.0,1000,0.69,0.7,0.0,200000,0.1,0.01138502,27067.873110294342,717511,26.50784555762378
731,1000.0,1000,0.823,0.75,0.0,200000,0.1,0.011383852,27105.548533201218,718511,26.50789372864474
732,1000.0,1000,0.799,0.85,0.0,200000,0.1,0.011373881,27143.324551582336,719511,26.5078435257149
733,1000.0,1000,0.654,0.65,0.0,200000,0.1,0.011366376,27181.16190624237,720511,26.507733645554314
734,1000.0,1000,0.606,0.5,0.0,200000,0.1,0.011365127,27219.031084775925,721511,26.5075930783074
735,1000.0,1000,0.61,0.7,0.0,200000,0.1,0.011359871,27256.994799137115,722511,26.507360965703867
736,1000.0,1000,0.705,0.75,0.0,200000,0.1,0.011355746,27294.485203504562,723511,26.507589155572816
737,1000.0,1000,0.792,0.85,0.0,200000,0.1,0.011351732,27332.256966114044,724511,26.507543847754455
738,1000.0,1000,0.846,0.9,0.0,200000,0.1,0.011345775,27369.80423092842,725511,26.507716089587458
739,1000.0,1000,0.778,0.75,0.0,200000,0.1,0.011339229,27407.43270587921,726511,26.507809315226925
740,1000.0,1000,0.915,0.85,0.0,200000,0.1,0.0113359485,27445.00584936142,727511,26.507955727190616
741,1000.0,1000,0.872,0.7,0.0,200000,0.1,0.011334536,27482.644110441208,728511,26.50803893030744
742,1000.0,1000,0.82,0.8,0.0,200000,0.1,0.0113279065,27520.71887421608,729511,26.507701463817234
743,1000.0,1000,0.765,0.9,0.0,200000,0.1,0.011331379,27558.772783517838,730511,26.507384988417897
744,1000.0,1000,0.831,0.75,0.0,200000,0.1,0.011327257,27596.357286930084,731511,26.50752026346214
745,1000.0,1000,0.868,0.9,0.0,200000,0.1,0.011320385,27633.922046661377,732511,26.507674109758128
