# Model: zoom-grid (binary maps), Actions: basic, Environment: 2km x 2km, 
# Num drones: 16, Num users: 20, Num obstacles: 0
# Max steps: 1000, Time step: 0.10
episode,steps,duration,reward,loss,epsilon,area_coverage,user_coverage,direct_conn,global_conn
0,1000,82.36812448501587,28.89062500000033,0.00013512638,0.9962400000000171,69.19999999999999,75.0,56.25,18.75
1,1000,77.84215593338013,16.500000000000036,5.650953e-05,0.9862400000000626,57.99999999999999,60.0,75.0,25.0
2,1000,70.40412473678589,26.80312499999989,4.8358703e-05,0.9762400000001081,69.89999999999999,65.0,43.75,18.75
3,1000,75.09907221794128,13.565624999999732,4.3201646e-05,0.9662400000001536,58.599999999999994,40.0,87.5,31.25
4,1000,97.06911325454712,26.309374999999676,3.602492e-05,0.9562400000001992,59.699999999999996,65.0,81.25,56.25
5,1000,75.15399980545044,32.18749999999985,3.0832725e-05,0.9462400000002447,68.8,90.0,56.25,25.0
6,1000,72.09425902366638,-7.281249999999988,3.0034678e-05,0.9362400000002902,66.3,70.0,75.0,18.75
7,1000,72.61052060127258,28.83749999999956,3.143203e-05,0.9262400000003357,67.9,75.0,43.75,18.75
8,1000,72.3131251335144,21.490625,3.325014e-05,0.9162400000003812,76.6,95.0,62.5,12.5
9,1000,74.1756238937378,24.528124999999687,3.474682e-05,0.9062400000004267,74.0,55.00000000000001,75.0,18.75
10,1000,78.32838749885559,10.665624999999945,3.558118e-05,0.8962400000004722,67.80000000000001,70.0,62.5,18.75
11,1000,78.9226188659668,10.162499999999936,3.8679816e-05,0.8862400000005177,64.9,65.0,68.75,37.5
12,1000,73.18811774253845,22.98124999999978,4.0751496e-05,0.8762400000005632,66.4,60.0,62.5,18.75
13,1000,75.18559908866882,1.9187500000000224,4.2788648e-05,0.8662400000006087,58.099999999999994,60.0,68.75,43.75
14,1000,262.97551345825195,11.9125,4.637116e-05,0.8562400000006543,74.2,65.0,43.75,25.0
15,1000,81.80386805534363,20.48437499999984,4.9409387e-05,0.8462400000006998,67.9,60.0,62.5,25.0
16,1000,83.2276566028595,24.190625000000043,5.452391e-05,0.8362400000007453,72.7,70.0,37.5,18.75
17,1000,78.5024425983429,30.831249999999837,6.000376e-05,0.8262400000007908,69.5,75.0,75.0,25.0
18,1000,84.26096153259277,25.846874999999784,6.2368046e-05,0.8162400000008363,74.2,75.0,56.25,18.75
19,1000,80.14563870429993,29.71875000000042,6.342313e-05,0.8062400000008818,74.7,80.0,56.25,18.75
20,1000,81.85115909576416,34.98124999999969,6.5242726e-05,0.7962400000009273,77.5,90.0,43.75,18.75
21,1000,79.37105369567871,24.259374999999693,6.6759916e-05,0.7862400000009728,73.4,70.0,75.0,25.0
22,1000,85.40593194961548,20.512499999999623,6.8622634e-05,0.7762400000010183,72.5,75.0,50.0,31.25
23,1000,85.46539759635925,6.128125000000105,7.0406146e-05,0.7662400000010638,64.9,70.0,62.5,25.0
24,1000,85.01699638366699,34.32812500000022,7.194093e-05,0.7562400000011094,73.0,55.00000000000001,50.0,37.5
25,1000,84.5965051651001,4.440624999999958,7.3285315e-05,0.7462400000011549,65.4,65.0,62.5,31.25
26,1000,83.24776530265808,9.103124999999993,7.4911775e-05,0.7362400000012004,64.0,70.0,75.0,25.0
27,1000,83.68225407600403,11.528124999999823,7.6701566e-05,0.7262400000012459,55.300000000000004,75.0,81.25,37.5
28,1000,82.67385482788086,17.018750000000015,8.0592035e-05,0.7162400000012914,68.60000000000001,70.0,56.25,25.0
29,1000,82.65055704116821,15.687500000000144,8.262104e-05,0.7062400000013369,70.8,80.0,75.0,18.75
30,1000,83.728102684021,20.4156249999998,8.365126e-05,0.6962400000013824,67.60000000000001,60.0,75.0,31.25
31,1000,83.50161480903625,7.9812499999999655,8.624673e-05,0.6862400000014279,61.9,70.0,68.75,31.25
32,1000,83.47626447677612,16.146874999999962,8.722022e-05,0.6762400000014734,70.5,75.0,56.25,18.75
33,1000,84.17159008979797,3.7874999999999046,8.784449e-05,0.666240000001519,68.7,70.0,50.0,31.25
34,1000,83.10516357421875,23.921875000000068,8.900307e-05,0.6562400000015645,64.1,50.0,62.5,50.0
35,1000,82.60081505775452,17.375000000000234,9.011267e-05,0.64624000000161,67.30000000000001,60.0,56.25,18.75
36,1000,87.98803448677063,21.41562500000046,9.142754e-05,0.6362400000016555,70.1,60.0,56.25,18.75
37,1000,82.48504948616028,21.128124999999823,9.295629e-05,0.626240000001701,64.8,70.0,62.5,31.25
38,1000,80.83369898796082,20.240625000000062,9.365043e-05,0.6162400000017465,58.599999999999994,55.00000000000001,81.25,50.0
39,1000,82.55655980110168,-14.1749999999998,9.382599e-05,0.606240000001792,58.4,50.0,81.25,25.0
40,1000,82.44212627410889,5.209374999999989,9.4254945e-05,0.5962400000018375,54.6,40.0,75.0,62.5
41,1000,81.47247171401978,-5.828125000000052,9.5432755e-05,0.586240000001883,67.7,65.0,75.0,25.0
42,1000,81.92482686042786,19.553124999999998,9.706284e-05,0.5762400000019285,76.6,65.0,31.25,18.75
43,1000,85.61250829696655,10.271875000000135,9.8192766e-05,0.566240000001974,68.7,50.0,50.0,31.25
44,1000,87.60847806930542,21.171874999999932,9.862191e-05,0.5562400000020196,60.9,65.0,75.0,31.25
